Modded Block,Vanilla Block
victorymod:poor_chair_spruce_one,spruce_wood
victorymod:skillet_block,jigsaw
victorymod:thin_vertical_dark_oak_planks,dark_oak_planks
victorymod:round_table_d_one,crafting_table
victorymod:block_and_end_ash,end_stone
victorymod:spruce_cooper_sign,spruce_wall_sign
victorymod:served_fish,cake
victorymod:thresher_one,wither_rose
victorymod:sack_of_rutabaga_one,potatoes
victorymod:bar_stool_square_one,iron_bars
victorymod:spruce_milk_sign,spruce_wall_sign
victorymod:animal_horse_poop_block,grass_block
victorymod:spruce_shield_sign,spruce_wall_sign
victorymod:tavern_teapot_block,dripstone_block
victorymod:door_frame_single_sandstone_jaggy_two,sandstone_wall
victorymod:sofa_chair_red_one,red_carpet
victorymod:paint_five_fourteen,pink_concrete
victorymod:fletcher_arrow_stuck_block,jigsaw
victorymod:spruce_horizontal_pillar_block,oxidized_cut_copper
victorymod:spruce_smith_sign,spruce_wall_sign
victorymod:singlebed_posts_white,white_bed
victorymod:picnic_bench_acacia,acacia_wood
victorymod:oak_wood_sign,oak_wall_sign
victorymod:small_shoes_green_one,green_concrete
victorymod:stacked_bronze_ingot,magenta_concrete_powder
victorymod:bird_blue,azure_bluet
victorymod:stacked_iron_ingot,iron_block
victorymod:shelf_scroll_one,bookshelf
victorymod:spruce_diamond_sign,spruce_wall_sign
victorymod:book_bench_one,bookshelf
victorymod:paint_five_eighteen,crimson_planks
victorymod:paint_four_five,chiseled_tuff_bricks
victorymod:market_stall_one,warped_wall_hanging_sign
victorymod:keg_stack_one,brewing_stand
victorymod:animal_trough,water_cauldron
victorymod:oak_sack_sign,oak_wall_sign
victorymod:scene_large,large_fern
victorymod:cushion_floor_red,red_carpet
victorymod:block_and_end_spruce,spruce_fence
victorymod:doublebed_posts_white,white_bed
victorymod:tall_stool_one,tall_grass
victorymod:cushion_floor_blue,blue_carpet
victorymod:spear_block_one,jigsaw
victorymod:helmet_stand_blue,blue_concrete
victorymod:block_and_end_dark_oak,dark_oak_wood
victorymod:birch_vertical_beam,birch_wood
victorymod:sack_of_weed_one,smoker
victorymod:block_and_vertical_dark_oak,dark_oak_wood
victorymod:block_and_slab_oak,oak_slab
victorymod:spruce_spice_sign,spruce_wall_sign
victorymod:apothecary_spice_rack_block,honey_block
victorymod:sofa_chair_yellow_one,yellow_carpet
victorymod:double_timber_post,spruce_planks
victorymod:red_dying_vat,red_candle
victorymod:stained_one,pink_stained_glass
victorymod:oak_spice_sign,oak_wall_sign
victorymod:sofa_chair_purple_one,purple_carpet
victorymod:anchor_one,respawn_anchor
victorymod:spruce_sack_sign,spruce_wall_sign
victorymod:sack_of_redstone_one,redstone_block
victorymod:poor_chair_oak_one,oak_wood
victorymod:acacia_bed_head,acacia_wood
victorymod:doublebed_base_birch,birch_wood
victorymod:paint_five_twenty,crimson_planks
victorymod:rune_stone_one,stone
victorymod:oak_milk_sign,oak_wall_sign
victorymod:horse_shoe_block_one,grass_block
victorymod:oak_iron_sign,oak_wall_sign
victorymod:paint_four_thirteen,pink_concrete
victorymod:old_ash_table,smithing_table
victorymod:cannon_block_one,oxidized_cut_copper
victorymod:jungle_double_bed_head,jungle_wood
victorymod:small_acacia_shelf,acacia_wood
victorymod:market_stall_one_single,chorus_flower
victorymod:herbalist_desk,enchanting_table
victorymod:wizard_cabinet,bookshelf
victorymod:oak_games_sign,oak_wall_sign
victorymod:large_shelf_spruce_one,spruce_wood
victorymod:burlap_bed,magenta_bed
victorymod:door_frame_single_bricks_two,bricks
victorymod:poor_bath_one,wet_sponge
victorymod:bunk_bed_dark_oak,dark_oak_wood
victorymod:paint_five_nineteen,crimson_planks
victorymod:block_and_stair_spruce,spruce_stairs
victorymod:block_and_slab_acacia,acacia_slab
victorymod:table_chairs_one,crafting_table
victorymod:rich_chair_jungle_one,jungle_wood
victorymod:slope_metal_block,snow_block
victorymod:bird_blue_flight,azure_bluet
victorymod:table_wizard,enchanting_table
victorymod:teddy_bear,pink_tulip
victorymod:spruce_vertical_beam,spruce_wood
victorymod:paint_four_eleven,light_blue_concrete
victorymod:paint_six_fourteen,pink_concrete
victorymod:mortar_pestle_one,resin_brick_slab
victorymod:log_stack_dark_oak,dark_oak_log
victorymod:spruce_cheese_sign,spruce_wall_sign
victorymod:vertical_arch_one,prismarine_brick_stairs
victorymod:market_wall_single,brick_wall
victorymod:rich_chair_dark_oak_one,dark_oak_wood
victorymod:small_spruce_shelf,spruce_wood
victorymod:food_cauliflower_block,bubble_coral_block
victorymod:stacked_copper_ingot,copper_block
victorymod:poor_small_cup,small_dripleaf
victorymod:doctors_tools,warped_stem
victorymod:offset_1x2_moorlands,mangrove_planks
victorymod:table_clothed,crafting_table
victorymod:wine_press,pale_oak_pressure_plate
victorymod:block_and_vertical_ash,oxidized_cut_copper
victorymod:oak_double_bed_head,oak_log
victorymod:rich_chair_pine_one,spruce_wood
victorymod:lumber_axe_chop_block,jigsaw
victorymod:oak_beehive_sign,oak_wall_sign
victorymod:door_frame_single_birch_two,birch_door
victorymod:forge_small,small_dripleaf
victorymod:oak_horizontal_pillar_block,oxidized_cut_copper
victorymod:cannon_big,big_dripleaf
victorymod:door_frame_single_two,spruce_door
victorymod:doublebed_base_dark_oak,dark_oak_wood
victorymod:jeremy_the_rock,sandstone
victorymod:door_frame_single_dark_oak_two,dark_oak_door
victorymod:lamp_one,lantern
victorymod:brank,blackstone
victorymod:door_dark_oak_one,dark_oak_door
victorymod:oak_pottery_sign,oak_wall_sign
victorymod:paint_six_nineteen,chiseled_red_sandstone
victorymod:oak_miner_sign,oak_wall_sign
victorymod:food_sulkas_block,oxidized_cut_copper
victorymod:sofa_chair_white_one,white_carpet
victorymod:wheel_spin_large_fast,large_fern
victorymod:support_straight_stair_stairs,spruce_stairs
victorymod:oak_sword_sign,oak_wall_sign
victorymod:broken_table_one,crafting_table
victorymod:grave_kerb_stone,stone
victorymod:singlebed_posts_black,black_bed
victorymod:poor_chair_dark_oak_one,dark_oak_wood
victorymod:well_support,clay
victorymod:fletcher_multishot_block,jigsaw
victorymod:banner_post_oak_stand,oak_wall_hanging_sign
victorymod:door_frame_double_bricks,bricks
victorymod:grain_flail,fletching_table
victorymod:oak_vertical_beam,oak_wood
victorymod:block_and_slab_jungle,jungle_slab
victorymod:paint_six_four,chiseled_red_sandstone
victorymod:oak_cooper_sign,oak_wall_sign
victorymod:oak_gold_sign,oak_wall_sign
victorymod:dark_oak_vertical_beam,dark_oak_wood
victorymod:paint_six_twentythree,chiseled_red_sandstone
victorymod:chamber_pot,flower_pot
victorymod:thin_vertical_spruce_stairs,spruce_stairs
victorymod:glass_white,white_stained_glass
victorymod:notice_board_thin_spruce,spruce_wood
victorymod:paint_six_thirtyfour,light_gray_concrete_powder
victorymod:poor_chair_ash_one,smoker
victorymod:dark_oak_horizontal_pillar_block,dark_oak_slab
victorymod:wall_cuffs,brick_wall
victorymod:rocking_chair_oak,oak_wood
victorymod:poor_chair_acacia_one,acacia_wood
victorymod:collected_ore_diamond,diamond_ore
victorymod:food_brussel_sprouts_block,grass_block
victorymod:door_double_birch,birch_door
victorymod:camp_fire_pit,campfire
victorymod:fire_pit_metal_one,fire
victorymod:bunk_bed_oak,oak_log
victorymod:round_table_one,crafting_table
victorymod:carpenter_pole_lathe_block,jigsaw
victorymod:shutters_acacia,acacia_wood
victorymod:camp_stump_one,campfire
victorymod:poor_bath_lid_one,potted_open_eyeblossom
victorymod:fireplace_tools,wall_torch
victorymod:paint_six_twentyfour,chiseled_red_sandstone
victorymod:offset_2x2_winter_scene,snow
victorymod:cresset_stone,stone
victorymod:screen_blue,blue_concrete
victorymod:helmet_stand_black,black_concrete
victorymod:paint_four_seventeen,chiseled_nether_bricks
victorymod:singlebed_posts_red,red_bed
victorymod:book_stack,bookshelf
victorymod:grinder_manual,grindstone
victorymod:apothecary_shelf_block,oxidized_cut_copper
victorymod:banner_post_oak,oak_wall_sign
victorymod:oak_harp_sign,oak_wall_sign
victorymod:grave_kerb_timber,stone_brick_slab
victorymod:potion_bottle_one,lantern
victorymod:guilletine_block,honeycomb_block
victorymod:birdhouse_one,bee_nest
victorymod:snack_bread,soul_wall_torch
victorymod:support_straight_stair_stairs_spruce,spruce_stairs
victorymod:jungle_horizontal_pillar_block,jungle_slab
victorymod:paint_six_twentysix,chiseled_red_sandstone
victorymod:paint_five_seventeen,white_tulip
victorymod:oven_bread,cake
victorymod:singlebed_covers_yellow,yellow_bed
victorymod:oak_scribe_sign,oak_wall_sign
victorymod:doublebed_covers_blue,blue_bed
victorymod:paint_five_two,chiseled_nether_bricks
victorymod:babys_cot,light_blue_bed
victorymod:spruce_gold_sign,spruce_wall_sign
victorymod:paint_six_two,chiseled_red_sandstone
victorymod:support_straight_stair_stairs_birch,birch_stairs
victorymod:spinning_wheel_block,jigsaw
victorymod:grave_timber_headstone,stone_slab
victorymod:oak_rat_catcher_sign,oak_wall_sign
victorymod:food_oranges_block,orange_concrete
victorymod:plumb_bob,water_cauldron
victorymod:display_sword,pale_oak_wall_sign
victorymod:stone_manta_tile_slab,stone_slab
victorymod:single_book,bookshelf
victorymod:statue_one,skeleton_wall_skull
victorymod:doublebed_posts_green,green_bed
victorymod:oak_medicine_sign,oak_wall_sign
victorymod:fruit_plate_one,cherry_pressure_plate
victorymod:sack_of_coffee_one,coal_block
victorymod:rune_stone_one_active,stone
victorymod:paint_five_sixteen,purple_concrete
victorymod:cannon_big_base,bricks
victorymod:farmer_butter_churn,farmland
victorymod:spruce_stables_sign,spruce_wall_sign
victorymod:ground_ore_diamond,diamond_ore
victorymod:oak_dress_sign,oak_wall_sign
victorymod:oak_horseshoe_sign,oak_wall_sign
victorymod:spruce_honeycomb_sign,spruce_wall_sign
victorymod:spruce_wood_sign,spruce_wall_sign
victorymod:poor_small_box_one,pink_shulker_box
victorymod:vat_water,water
victorymod:glass_green,green_stained_glass
victorymod:curriers_knife,crimson_fence
victorymod:baker_table_one,crafting_table
victorymod:trammel,pumpkin
victorymod:doublebed_posts_purple,purple_bed
victorymod:spruce_medicine_sign,spruce_wall_sign
victorymod:door_acacia_one,acacia_door
victorymod:ash_vertical_beam,wall_torch
victorymod:carpenters_saw_horse,spruce_wood
victorymod:oak_weaver_sign,oak_wall_sign
victorymod:thin_vertical_dark_oak_stairs,dark_oak_stairs
victorymod:doublebed_base_spruce,spruce_wood
victorymod:thin_vertical_ash_planks,pale_oak_planks
victorymod:crown_block,bubble_coral_block
victorymod:bucket_empty,dead_bush
victorymod:baker_flour_block,snow_block
victorymod:quoin_left,piglin_wall_head
victorymod:thin_vertical_ash_stairs,andesite_stairs
victorymod:green_dying_vat,green_candle
victorymod:paint_five_ten,pink_petals
victorymod:pine_horizontal_pillar_block,oxidized_cut_copper
victorymod:hay_bale_one,hay_block
victorymod:oak_lumberjack_sign,oak_wall_sign
victorymod:printing_press,bamboo_pressure_plate
victorymod:block_and_slab_birch,birch_slab
victorymod:rum_bottle,barrel
victorymod:paint_six_six,chiseled_red_sandstone
victorymod:food_lemons_block,honey_block
victorymod:apothecary_herbs_block,honey_block
victorymod:caught_cod_block,horn_coral_block
victorymod:lattice_screen_oak_one,oak_slab
victorymod:oak_tavern_sign,oak_wall_sign
victorymod:witches_station,beacon
victorymod:oak_jester_sign,oak_wall_sign
victorymod:block_and_stair_dark_oak,dark_oak_stairs
victorymod:ballista_top,magenta_terracotta
victorymod:oak_mortarpestle_sign,oak_wall_sign
victorymod:rope_pulley,chain
victorymod:singlebed_base_dark_oak,dark_oak_wood
victorymod:hanging_knives,hanging_roots
victorymod:spruce_bank_sign,spruce_wall_sign
victorymod:rich_chair_acacia_one,acacia_wood
victorymod:offset_3x2_peonies,peony
victorymod:bunk_bed_spruce,spruce_log
victorymod:flower_box_oak,oak_wood
victorymod:food_cabbage_block,brown_mushroom_block
victorymod:mandola_block,oxidized_cut_copper
victorymod:hunter_shot_deer_carcass,bamboo_sapling
victorymod:envelopes_block,note_block
victorymod:spruce_beehive_sign,spruce_wall_sign
victorymod:chopped_vegetable_block,grass_block
victorymod:spruce_mortarpestle_sign,spruce_wall_sign
victorymod:standing_mirror,sculk
victorymod:rich_cup_one,pumpkin
victorymod:oak_honeycomb_sign,oak_wall_sign
victorymod:chicken_coop_wide,farmland
victorymod:paint_six_fifteen,chiseled_red_sandstone
victorymod:chopped_onion_block,grass_block
victorymod:paint_four_twentyfive,chiseled_tuff_bricks
victorymod:paint_five_seven,brown_concrete
victorymod:paint_four_nine,chiseled_red_sandstone
victorymod:offset_1x2_autumn_walk,oak_leaves
victorymod:quern,purpur_block
victorymod:kitchen_hanging_rack,crimson_wall_hanging_sign
victorymod:old_oak_bench,oak_wood
victorymod:offset_3x2_autumn_view,spruce_leaves
victorymod:oak_cheese_sign,oak_wall_sign
victorymod:slope_wood_block,oxidized_cut_copper
victorymod:offset_2x2_miss_kittys_kittens,target
victorymod:doublebed_covers_green,green_bed
victorymod:door_frame_single_mud_bricks_two,mud_bricks
victorymod:oak_sapling_sign,oak_wall_sign
victorymod:spruce_weaver_sign,spruce_wall_sign
victorymod:oak_smith_sign,oak_wall_sign
victorymod:rich_chair_oak_one,oak_wood
victorymod:flower_box_spruce,spruce_wood
victorymod:saddle_stand,brewing_stand
victorymod:helmet_stand_white,white_concrete
victorymod:block_and_slab_pine,spruce_slab
victorymod:paint_six_twentytwo,chiseled_red_sandstone
victorymod:camp_pot,decorated_pot
victorymod:pot_plant_ignilium,flower_pot
victorymod:milk_churn_block,snow_block
victorymod:oak_stables_sign,oak_wall_sign
victorymod:pile_of_logs,spruce_log
victorymod:doublebed_base_jungle,jungle_log
victorymod:high_chair,tall_grass
victorymod:ladder_block,ladder
victorymod:paint_four_fourteen,pink_concrete
victorymod:door_spruce_one,spruce_door
victorymod:small_chest,chest
victorymod:stockade_block,oxidized_cut_copper
victorymod:carpenter_loose_saw,stripped_birch_wood
victorymod:backpack,jungle_log
victorymod:spruce_jester_sign,spruce_wall_sign
victorymod:spruce_meat_sign,spruce_wall_sign
victorymod:soldier_dirk_block,grass_block
victorymod:sack_of_tomato_one,potatoes
victorymod:glass_orange,orange_stained_glass
victorymod:grindstone_victory,grindstone
victorymod:large_shelf_oak_one,oak_wood
victorymod:offset_1x2_winter_woods,spruce_wood
victorymod:acacia_vertical_beam,acacia_wood
victorymod:earthenware_block_one,oxidized_cut_copper
victorymod:glass_purple,purple_stained_glass
victorymod:support_straight_stair_stairs_ash,stone_stairs
victorymod:standing_wardrobe_block,oxidized_cut_copper
victorymod:door_double_dark_oak,dark_oak_door
victorymod:small_birch_shelf,birch_wood
victorymod:dark_oak_stool_block,dark_oak_wood
victorymod:tavern_keg_block,dripstone_block
victorymod:helmet_stand_orange,orange_concrete
victorymod:glass_magenta,magenta_stained_glass
victorymod:door_frame_single_spruce_two,spruce_door
victorymod:offset_1x1_sitting_pretty,potted_cactus
victorymod:oak_diamond_sign,oak_wall_sign
victorymod:shipping_wheel_one,powered_rail
victorymod:screen_red,red_concrete
victorymod:rune_stone_all_one,stone
victorymod:sofa_chair_green_one,green_carpet
victorymod:paint_four_sixteen,purple_concrete
victorymod:bodgers_shavehorse,spruce_fence
victorymod:helmet_stand_purple,purple_concrete
victorymod:tavern_morris_game,crafting_table
victorymod:food_tomatoes_block,brown_mushroom_block
victorymod:paint_five_fifteen,lime_wall_banner
victorymod:fainting_bed_one,light_gray_bed
victorymod:paint_four_eighteen,crimson_planks
victorymod:block_and_vertical_oak,oak_wood
victorymod:paint_four_three,purple_concrete
victorymod:dice_game,fletching_table
victorymod:block_and_vertical_spruce,spruce_wood
victorymod:paint_four_twentythree,chiseled_tuff_bricks
victorymod:rustic_bench,spruce_wood
victorymod:offset_3x2_winter_lake,snow
victorymod:log_stack,jungle_log
victorymod:basket_bread,cake
victorymod:door_frame_double_birch_two,birch_door
victorymod:small_oak_shelf,oak_wood
victorymod:shovel_digging,rooted_dirt
victorymod:paint_six_twentyfive,chiseled_red_sandstone
victorymod:pot_plant_lulanum,flower_pot
victorymod:bug_jar,bee_nest
victorymod:scene_small,small_dripleaf
victorymod:offset_2x3_peacockmates,target
victorymod:paint_four_fifteen,chiseled_nether_bricks
victorymod:paint_five_five,lime_wall_banner
victorymod:paint_six_one,chiseled_red_sandstone
victorymod:warping_board,warped_planks
victorymod:stone_manta_tile,stone
victorymod:door_frame_single_oak_two,oak_door
victorymod:paint_six_twentyseven,chiseled_red_sandstone
victorymod:paint_five_six,chiseled_red_sandstone
victorymod:baker_peel_block,jigsaw
victorymod:offset_2x2_spring_woods,spruce_wood
victorymod:paint_six_thirty,light_gray_concrete_powder
victorymod:thin_vertical_spruce_planks,spruce_planks
victorymod:fancy_bath,water_cauldron
victorymod:doublebed_covers_black,black_bed
victorymod:barrel_shelf_one,barrel
victorymod:thin_vertical_pine_planks,spruce_planks
victorymod:paint_six_ten,cyan_terracotta
victorymod:paint_four_twentyone,chiseled_tuff_bricks
victorymod:froe,fern
victorymod:perch_tall,tall_grass
victorymod:block_and_stair_acacia,acacia_stairs
victorymod:cog_small_wood_one,spruce_wood
victorymod:block_and_stair_ash,andesite_stairs
victorymod:oak_meat_sign,oak_wall_sign
victorymod:paint_six_twentyone,chiseled_red_sandstone
victorymod:spruce_lumberjack_sign,spruce_wall_sign
victorymod:blacksmith_tool,smithing_table
victorymod:oak_bread_sign,oak_wall_sign
victorymod:paint_four_twentysix,sculk
victorymod:paint_five_four,chiseled_tuff_bricks
victorymod:flower_box_iron,iron_block
victorymod:log_stack_spruce,spruce_log
victorymod:fireplace_tools_poor,fire
victorymod:arrow_quiver,spruce_sapling
victorymod:block_and_slab_ash,stone_slab
victorymod:offset_1x2_treeline,potted_jungle_sapling
victorymod:singlebed_base_jungle,jungle_log
victorymod:block_and_stair_birch,birch_stairs
victorymod:singlebed_base_spruce,spruce_wood
victorymod:sack_of_sprouts_one,nether_sprouts
victorymod:pot_plant_verdara,flower_pot
victorymod:offset_2x3_forest_king,jungle_wood
victorymod:glass_blue,blue_stained_glass
victorymod:singlebed_covers_white,white_bed
victorymod:oven_top,furnace
victorymod:billhook,netherrack
victorymod:paint_six_nine,chiseled_red_sandstone
victorymod:offset_2x2_winter_church,snow
victorymod:spruce_stone_sign,spruce_wall_sign
victorymod:doublebed_covers_purple,purple_bed
victorymod:butcher_chopping_table,crafting_table
victorymod:door_frame_double_spruce_two,spruce_door
victorymod:paint_six_twenty,chiseled_red_sandstone
victorymod:stacked_silver_ingot,iron_ore
victorymod:block_and_end_birch,birch_wood
victorymod:bird_cage_block,oxidized_cut_copper
victorymod:oak_fish_monger_sign,oak_wall_sign
victorymod:paint_six_thirtythree,gray_concrete
victorymod:large_shelf_ash_one,candle
victorymod:wheel_barrow,farmland
victorymod:compass_block,snow_block
victorymod:fillet_cod_block,oxidized_cut_copper
victorymod:paint_four_twentytwo,sculk
victorymod:block_and_end_acacia,acacia_fence
victorymod:paint_four_twentyseven,sculk
victorymod:traditional_scarecrow,skeleton_wall_skull
victorymod:paint_four_ten,chiseled_nether_bricks
victorymod:thin_vertical_jungle_stairs,jungle_stairs
victorymod:tavern_hanging_cauldron,cauldron
victorymod:small_sack_one,small_amethyst_bud
victorymod:log_stack_acacia,acacia_log
victorymod:paint_six_seventeen,chiseled_sandstone
victorymod:spruce_iron_sign,spruce_wall_sign
victorymod:spruce_scribe_sign,spruce_wall_sign
victorymod:old_spruce_bench,spruce_wood
victorymod:paint_five_twelve,chiseled_red_sandstone
victorymod:singlebed_base_oak,oak_wood
victorymod:book_cabinet_one,bookshelf
victorymod:gentle_slope_oak,oak_stairs
victorymod:helmet_stand_green,green_concrete
victorymod:planks_one,spruce_planks
victorymod:singlebed_covers_brown,brown_bed
victorymod:spruce_double_bed_head,spruce_log
victorymod:paint_six_eighteen,gray_terracotta
victorymod:niddy_noddy,zombie_wall_head
victorymod:glass_red,red_stained_glass
victorymod:threshed_rope,chain
victorymod:doublebed_base_oak,oak_wood
victorymod:chopped_carrot_block,carrots
victorymod:door_frame_double_sandstone_jaggy,sandstone_wall
victorymod:poor_chair_birch_one,birch_wood
victorymod:weaver_washboard_block,oxidized_cut_copper
victorymod:block_and_stair_jungle,jungle_stairs
victorymod:door_double_jungle,jungle_door
victorymod:rich_chair_ash_one,obsidian
victorymod:solid_side_table,crafting_table
victorymod:timber_slides,spruce_planks
victorymod:doublebed_covers_white,white_bed
victorymod:outlet_one,lever
victorymod:paint_six_twentynine,chiseled_red_sandstone
victorymod:pot_plant_bonsai,pitcher_plant
victorymod:doublebed_covers_red,red_bed
victorymod:block_and_slab_spruce,spruce_slab
victorymod:singlebed_base_acacia,acacia_wood
victorymod:offset_2x2_bruce_the_bold,target
victorymod:block_and_end_oak,oak_wood
victorymod:carpenter_tool_block,jigsaw
victorymod:spruce_rat_catcher_sign,spruce_wall_sign
victorymod:paint_five_nine,chiseled_red_sandstone
victorymod:screen_white,white_bed
victorymod:grave_stone_headstone,stone
victorymod:wall_trough_empty,brick_wall
victorymod:log_stack_birch,birch_log
victorymod:broken_crate,infested_cracked_stone_bricks
victorymod:paint_five_eleven,orange_concrete
victorymod:headstone_one,stone
victorymod:sack_of_lemon_one,lime_shulker_box
victorymod:thin_vertical_acacia_stairs,acacia_stairs
victorymod:hook_hand,tripwire_hook
victorymod:paint_four_twenty,sculk
victorymod:block_and_vertical_birch,birch_wood
victorymod:paint_six_eleven,chiseled_red_sandstone
victorymod:support_straight_stair_stairs_jungle,jungle_stairs
victorymod:thin_vertical_pine_stairs,spruce_stairs
victorymod:block_and_end_jungle,jungle_leaves
victorymod:medieval_vice,piston
victorymod:glass_cyan,cyan_stained_glass
victorymod:coat_rack,bookshelf
victorymod:coffin_cement_one,acacia_slab
victorymod:small_crane,short_grass
victorymod:acacia_double_bed_head,acacia_wood
victorymod:offset_1x1_autumn_river,crimson_stem
victorymod:singlebed_covers_green,green_bed
victorymod:offset_2x3_fidelius_tapestry,acacia_slab
victorymod:doublebed_base_acacia,acacia_wood
victorymod:apothecary_loose_jars,dispenser
victorymod:offset_1x1_fresh_greens,green_concrete
victorymod:door_frame_double_mud_bricks,mud_bricks
victorymod:singlebed_covers_black,black_bed
victorymod:chopped_potato_block,potatoes
victorymod:door_frame_double_sandstone,sandstone
victorymod:block_and_stair_pine,spruce_stairs
victorymod:block_and_vertical_acacia,acacia_wood
victorymod:paint_six_sixteen,purple_concrete
victorymod:fire_pot,flower_pot
victorymod:singlebed_covers_purple,purple_bed
victorymod:doublebed_covers_yellow,yellow_bed
victorymod:paint_four_twentyfour,sculk
victorymod:headstone_three,stone
victorymod:thin_vertical_oak_stairs,oak_stairs
victorymod:broken_wheel,warped_stem
victorymod:broken_chair_one,warped_stem
victorymod:poor_chair_jungle_one,jungle_wood
victorymod:paint_four_eight,purple_concrete
victorymod:singlebed_covers_red,red_bed
victorymod:block_and_slab_dark_oak,dark_oak_slab
victorymod:ballista_base,pitcher_crop
victorymod:paint_four_two,chiseled_nether_bricks
victorymod:door_frame_single_sandstone_two,sandstone
victorymod:paint_six_thirtysix,gray_terracotta
victorymod:thin_vertical_acacia_planks,acacia_planks
victorymod:sofa_chair_brown_one,brown_carpet
victorymod:paint_five_one,bamboo_mosaic
victorymod:door_frame_double_oak_two,oak_door
victorymod:paint_six_thirteen,gray_terracotta
victorymod:baker_basket_block,snow_block
victorymod:pine_vertical_beam,spruce_wood
victorymod:butcher_raw_steak,raw_iron_block
victorymod:side_table_wicker,spruce_wood
victorymod:fletcher_bullseye_block,jigsaw
victorymod:jungle_stool_block,jungle_planks
victorymod:thin_vertical_oak_planks,oak_planks
victorymod:paint_five_thirteen,pink_concrete
victorymod:door_frame_double_stone_bricks,stone_bricks
victorymod:small_pine_shelf,bookshelf
victorymod:pot_plant_hanging_tine,hanging_roots
victorymod:singlebed_base_birch,birch_wood
victorymod:soldier_target_training_dummy,target
victorymod:paint_four_nineteen,chiseled_resin_bricks
victorymod:paint_six_eight,purple_concrete
victorymod:spruce_stool_block,spruce_wood
victorymod:offset_2x1_hilltown,tall_grass
victorymod:telescope,observer
victorymod:purple_dying_vat,purple_candle
victorymod:block_and_vertical_pine,oxidized_cut_copper
victorymod:paint_four_seven,brown_concrete
victorymod:paint_four_six,chiseled_red_sandstone
victorymod:wimble,lever
victorymod:singlebed_covers_blue,blue_bed
victorymod:door_frame_double_dark_oak_two,dark_oak_door
victorymod:grinding_wheels,grindstone
victorymod:thin_vertical_jungle_planks,jungle_planks
swem:whitewash_stall_care,white_stained_glass
swem:trophy_silver,gold_block
swem:plaque_gold,gold_block
swem:slow_feeder_light_gray,light_gray_wool
swem:plaque_silver,crimson_fence
swem:trophy_gold,gold_block
swem:grain_feeder_light_gray,light_gray_wool
swem:half_barrel_light_gray,barrel
swem:light_rubber_mat,light
immersivepetroleum:metal_multiblock,oxidized_cut_copper
jurassicraft:clear_glass_pane,glass_pane
jurassicraft:reinforced_glass_pane,glass_pane
jurassicraft:display_block,oxidized_cut_copper
immersivepetroleum:fluid_crude_oil,coarse_dirt
jurassicraft:skull_display_block,oxidized_cut_copper
conquest:iron_full_1,iron_block
conquest:stone_slab_13,stone_slab
conquest:stone_verticalslab_6,stone
conquest:stone_full_hard3,stone
conquest:iron_ironbar_1,iron_bars
nekoration:door_tall_1,spruce_door
cfm:gray_picket_gate,spruce_fence_gate
cfm:gray_picket_fence,gray_concrete
sweetconcrete:orange_concrete_button,orange_concrete
jaeger_pilot:interfaz_uprising,fire
jaeger_pilot:hologrmas,prismarine_stairs
jaeger_pilot:pies_jaeger,hopper
chiselsandbits:chiseled_rock,chiseled_sandstone
chiselsandbits:chiseled_glass,glass
chisel:glasspanedyedgreen,glass
quark:stained_clay_tiles,clay
biomesoplenty:willow_door_block,birch_door
quark:stained_planks,warped_planks
biomesoplenty:willow_fence,acacia_fence
biomesoplenty:leaves_3,jungle_leaves
quark:stained_clay_tiles_green_stairs,polished_granite_stairs
byg:mangrove_leaves,mangrove_leaves
silentgems:pink_fluffy_block,pink_concrete
byg:ripe_orchard_leaves,cherry_leaves
byg:lolipop_flower,chorus_flower
byg:orchard_leaves,cherry_leaves
silentgems:rose_quartz_lamp_inverted_lit,redstone_lamp
byg:pink_glowcane_block,bubble_coral_block
silentgems:morganite_lamp_inverted_lit,redstone_lamp
silentgems:rose_quartz_bricks,quartz_bricks
silentgems:rose_quartz_lamp,redstone_lamp
chiselsandbits:chiseledwool,chiseled_sandstone
conquest:red_clay_tiles,clay
conquest:horizontal_oak_wood_railing,oak_fence
conquest:horizontally_carved_spruce_wood_vertical_slab,spruce_slab
conquest:crate_of_apples,carrots
conquest:spruce_wood_panel_vertical_corner,spruce_wood
conquest:crate_of_coal,coal_block
conquest:simple_wooden_trapdoor,pale_oak_trapdoor
conquest:spruce_wood_plank_capital,spruce_planks
conquest:old_rustic_bed,red_bed
conquest:spruce_wood_railing_fence,spruce_fence
conquest:wooden_support_frame,oak_wood
conquest:small_bottle,small_dripleaf
conquest:oak_door,oak_door
conquest:layered_chalk,clay
conquest:oak_plank_step_stairs,oak_stairs
conquest:red_clay_tiles_slab,red_sandstone_slab
conquest:wall_of_birch_logs,birch_log
conquest:diagonal_oak_wood_railing,oak_fence
conquest:red_cushion_stool,red_carpet
conquest:spruce_wood_panel_vertical_slab,spruce_slab
conquest:simple_oak_fence,oak_fence
conquest:tarred_oak_wood_beam,oak_wood
conquest:spruce_chair,spruce_wood
conquest:wooden_supports,oak_wood
conquest:hand_candle,candle
conquest:old_iron_block_pillar,iron_block
conquest:red_clay_tiles_stairs,red_sandstone_stairs
conquest:tudor_diagonal_frame_2,sandstone_slab
conquest:tudor_diagonal_frame_1,sandstone_slab
conquest:green_cushion_stool,green_carpet
conquest:smoke,smoker
conquest:reinforced_wooden_trapdoor,oak_trapdoor
